age	education	marital-status	occupation	race	_row_id	income
27.5	47	4	104	0	38657	<=50K
27.5	47	4	104	0	39302	<=50K
27.5	47	4	104	0	39588	<=50K
27.5	47	4	104	0	40351	<=50K
27.5	47	4	104	0	40683	<=50K
27.5	47	4	104	0	41297	<=50K
27.5	47	4	104	0	41382	<=50K
27.5	47	4	104	0	41846	<=50K
27.5	47	4	104	0	42033	<=50K
27.5	47	4	104	0	42178	<=50K
27.5	47	4	104	0	43253	<=50K
27.5	47	4	104	0	43527	<=50K
27.5	47	4	104	0	43940	<=50K
27.5	47	4	104	0	44085	<=50K
27.5	47	4	104	0	44964	<=50K
27.5	47	4	104	0	45414	<=50K
27.5	47	4	104	0	46058	<=50K
27.5	47	4	104	0	46271	<=50K
27.5	47	4	104	0	46872	<=50K
27.5	47	4	104	0	47267	<=50K
27.5	47	4	104	0	47573	<=50K
27.5	47	4	104	0	47579	<=50K
27.5	47	4	104	0	8634	>50K
27.5	47	4	104	0	14436	>50K
27.5	47	4	104	0	26314	>50K
27.5	47	4	104	0	32188	>50K
27.5	47	4	104	0	34115	>50K
27.5	47	4	104	0	40576	>50K
27.5	47	4	104	0	41741	>50K
27.5	35	4	126	7	471	<=50K
27.5	35	4	126	7	915	<=50K
27.5	35	4	126	7	1095	<=50K
27.5	35	4	126	7	1163	<=50K
27.5	35	4	126	7	1577	<=50K
27.5	35	4	126	7	1686	<=50K
27.5	35	4	126	7	1857	<=50K
27.5	35	4	126	7	2258	<=50K
27.5	35	4	126	7	3675	<=50K
27.5	35	4	126	7	3850	<=50K
27.5	35	4	126	7	4005	<=50K
27.5	35	4	126	7	4533	<=50K
27.5	35	4	126	7	4643	<=50K
27.5	35	4	126	7	4740	<=50K
27.5	35	4	126	7	4742	<=50K
27.5	35	4	126	7	4795	<=50K
27.5	35	4	126	7	5304	<=50K
27.5	35	4	126	7	5920	<=50K
27.5	35	4	126	7	7067	<=50K
27.5	35	4	126	7	7843	<=50K
27.5	35	4	126	7	8844	<=50K
27.5	35	4	126	7	10421	<=50K
27.5	35	4	126	7	10610	<=50K
27.5	35	4	126	7	11642	<=50K
27.5	35	4	126	7	11670	<=50K
27.5	35	4	126	7	12387	<=50K
27.5	35	4	126	7	13292	<=50K
27.5	35	4	126	7	13311	<=50K
27.5	35	4	126	7	13470	<=50K
27.5	35	4	126	7	15880	<=50K
27.5	35	4	126	7	16342	<=50K
27.5	35	4	126	7	17326	<=50K
27.5	35	4	126	7	17373	<=50K
27.5	35	4	126	7	17988	<=50K
27.5	35	4	126	7	19474	<=50K
27.5	35	4	126	7	19985	<=50K
27.5	35	4	126	7	20422	<=50K
27.5	35	4	126	7	20879	<=50K
27.5	35	4	126	7	21059	<=50K
27.5	35	4	126	7	21683	<=50K
27.5	35	4	126	7	23313	<=50K
27.5	35	4	126	7	23481	<=50K
27.5	35	4	126	7	24175	<=50K
27.5	35	4	126	7	24342	<=50K
27.5	35	4	126	7	25400	<=50K
27.5	35	4	126	7	25462	<=50K
27.5	35	4	126	7	26829	<=50K
27.5	35	4	126	7	27126	<=50K
27.5	35	4	126	7	27711	<=50K
27.5	35	4	126	7	27946	<=50K
27.5	35	4	126	7	28099	<=50K
27.5	35	4	126	7	28181	<=50K
27.5	35	4	126	7	28412	<=50K
27.5	35	4	126	7	28708	<=50K
27.5	35	4	126	7	28889	<=50K
27.5	35	4	126	7	29657	<=50K
27.5	35	4	126	7	30966	<=50K
27.5	35	4	126	7	34019	<=50K
27.5	35	4	126	7	34156	<=50K
27.5	35	4	126	7	34462	<=50K
27.5	35	4	126	7	35511	<=50K
27.5	35	4	126	7	38192	<=50K
27.5	35	4	126	7	38726	<=50K
27.5	35	4	126	7	39079	<=50K
27.5	35	4	126	7	39408	<=50K
27.5	35	4	126	7	42576	<=50K
27.5	35	4	126	7	42726	<=50K
27.5	35	4	126	7	44400	<=50K
27.5	35	4	126	7	46502	<=50K
27.5	35	4	126	7	47610	<=50K
27.5	35	4	126	7	833	>50K
27.5	35	4	126	7	2427	>50K
27.5	35	4	126	7	6339	>50K
27.5	35	4	126	7	6858	>50K
27.5	35	4	126	7	12692	>50K
27.5	35	4	126	7	19456	>50K
27.5	35	4	126	7	23008	>50K
27.5	35	4	126	7	23798	>50K
27.5	35	4	126	7	33835	>50K
27.5	35	4	126	7	39043	>50K
27.5	35	4	126	7	40795	>50K
27.5	35	4	126	7	40954	>50K
27.5	35	4	126	7	41955	>50K
27.5	35	4	126	7	42627	>50K
27.5	35	4	126	7	45079	>50K
27.5	35	4	126	7	45872	>50K
27.5	30	5	41	11	3348	<=50K
27.5	30	5	41	11	3817	<=50K
27.5	30	5	41	11	4041	<=50K
27.5	30	5	41	11	4426	<=50K
27.5	30	5	41	11	5504	<=50K
27.5	30	5	41	11	5878	<=50K
27.5	30	5	41	11	8028	<=50K
27.5	30	5	41	11	9517	<=50K
27.5	30	5	41	11	10296	<=50K
27.5	30	5	41	11	10823	<=50K
27.5	30	5	41	11	10882	<=50K
27.5	30	5	41	11	11352	<=50K
27.5	30	5	41	11	11824	<=50K
27.5	30	5	41	11	12869	<=50K
27.5	30	5	41	11	13505	<=50K
27.5	30	5	41	11	14167	<=50K
27.5	30	5	41	11	14180	<=50K
27.5	30	5	41	11	14488	<=50K
27.5	30	5	41	11	15870	<=50K
27.5	30	5	41	11	17210	<=50K
27.5	30	5	41	11	20252	<=50K
27.5	30	5	41	11	20404	<=50K
27.5	30	5	41	11	20809	<=50K
27.5	30	5	41	11	20979	<=50K
27.5	30	5	41	11	20984	<=50K
27.5	30	5	41	11	21346	<=50K
27.5	30	5	41	11	21671	<=50K
27.5	30	5	41	11	21679	<=50K
27.5	30	5	41	11	22371	<=50K
27.5	30	5	41	11	22812	<=50K
27.5	30	5	41	11	24390	<=50K
27.5	30	5	41	11	25651	<=50K
27.5	30	5	41	11	26037	<=50K
27.5	30	5	41	11	26501	<=50K
27.5	30	5	41	11	26655	<=50K
27.5	30	5	41	11	26745	<=50K
27.5	30	5	41	11	26758	<=50K
27.5	30	5	41	11	27131	<=50K
27.5	30	5	41	11	27230	<=50K
27.5	30	5	41	11	27584	<=50K
27.5	30	5	41	11	28263	<=50K
27.5	30	5	41	11	28430	<=50K
27.5	30	5	41	11	28672	<=50K
27.5	30	5	41	11	28707	<=50K
27.5	30	5	41	11	28792	<=50K
27.5	30	5	41	11	29045	<=50K
27.5	30	5	41	11	30206	<=50K
27.5	30	5	41	11	30406	<=50K
27.5	30	5	41	11	31003	<=50K
27.5	30	5	41	11	31749	<=50K
27.5	30	5	41	11	33900	<=50K
27.5	30	5	41	11	35104	<=50K
27.5	30	5	41	11	35135	<=50K
27.5	30	5	41	11	37205	<=50K
27.5	30	5	41	11	37388	<=50K
27.5	30	5	41	11	38070	<=50K
27.5	30	5	41	11	39096	<=50K
27.5	30	5	41	11	39798	<=50K
27.5	30	5	41	11	45249	<=50K
27.5	30	5	41	11	45958	<=50K
27.5	30	5	41	11	48154	<=50K
27.5	30	5	41	11	48242	<=50K
27.5	30	5	41	11	48593	<=50K
27.5	30	5	41	11	48713	<=50K
27.5	30	5	41	11	48825	<=50K
27.5	30	5	41	11	11304	>50K
27.5	30	5	41	11	13764	>50K
27.5	30	5	41	11	16696	>50K
27.5	30	5	41	11	32582	>50K
27.5	30	5	41	11	43231	>50K
59.0	27	6	103	3	791	<=50K
59.0	27	6	103	3	1065	<=50K
59.0	27	6	103	3	1397	<=50K
59.0	27	6	103	3	1664	<=50K
59.0	27	6	103	3	1917	<=50K
59.0	27	6	103	3	3068	<=50K
59.0	27	6	103	3	4408	<=50K
59.0	27	6	103	3	6561	<=50K
59.0	27	6	103	3	6566	<=50K
59.0	27	6	103	3	6896	<=50K
59.0	27	6	103	3	7036	<=50K
59.0	27	6	103	3	7162	<=50K
59.0	27	6	103	3	7221	<=50K
59.0	27	6	103	3	7983	<=50K
59.0	27	6	103	3	10039	<=50K
59.0	27	6	103	3	10048	<=50K
59.0	27	6	103	3	10305	<=50K
59.0	27	6	103	3	11720	<=50K
59.0	27	6	103	3	12074	<=50K
59.0	27	6	103	3	12593	<=50K
59.0	27	6	103	3	12801	<=50K
59.0	27	6	103	3	12851	<=50K
59.0	27	6	103	3	13466	<=50K
59.0	27	6	103	3	14263	<=50K
59.0	27	6	103	3	15543	<=50K
59.0	27	6	103	3	16170	<=50K
59.0	27	6	103	3	16279	<=50K
59.0	27	6	103	3	16507	<=50K
59.0	27	6	103	3	17745	<=50K
59.0	27	6	103	3	17796	<=50K
59.0	27	6	103	3	18037	<=50K
59.0	27	6	103	3	18999	<=50K
59.0	27	6	103	3	20999	<=50K
59.0	27	6	103	3	21488	<=50K
59.0	27	6	103	3	21495	<=50K
59.0	27	6	103	3	22282	<=50K
59.0	27	6	103	3	22786	<=50K
59.0	27	6	103	3	25428	<=50K
59.0	27	6	103	3	26129	<=50K
59.0	27	6	103	3	26665	<=50K
59.0	27	6	103	3	27560	<=50K
59.0	27	6	103	3	29194	<=50K
59.0	27	6	103	3	29494	<=50K
59.0	27	6	103	3	31158	<=50K
59.0	27	6	103	3	31412	<=50K
59.0	27	6	103	3	31664	<=50K
59.0	27	6	103	3	32183	<=50K
59.0	27	6	103	3	32775	<=50K
59.0	27	6	103	3	33215	<=50K
59.0	27	6	103	3	33581	<=50K
59.0	27	6	103	3	34927	<=50K
59.0	27	6	103	3	35023	<=50K
59.0	27	6	103	3	35328	<=50K
59.0	27	6	103	3	37217	<=50K
59.0	27	6	103	3	38588	<=50K
59.0	27	6	103	3	38639	<=50K
59.0	27	6	103	3	38768	<=50K
59.0	27	6	103	3	38856	<=50K
59.0	27	6	103	3	39501	<=50K
59.0	27	6	103	3	39508	<=50K
59.0	27	6	103	3	39736	<=50K
59.0	27	6	103	3	40704	<=50K
59.0	27	6	103	3	42180	<=50K
59.0	27	6	103	3	42784	<=50K
59.0	27	6	103	3	42861	<=50K
59.0	27	6	103	3	43938	<=50K
59.0	27	6	103	3	44101	<=50K
59.0	27	6	103	3	45023	<=50K
59.0	27	6	103	3	47787	<=50K
59.0	27	6	103	3	48266	<=50K
59.0	27	6	103	3	15327	>50K
59.0	27	6	103	3	17562	>50K
59.0	27	6	103	3	31097	>50K
59.0	27	6	103	3	31318	>50K
26.5	39	17	120	11	1659	<=50K
26.5	39	17	120	11	2097	<=50K
26.5	39	17	120	11	2250	<=50K
26.5	39	17	120	11	2608	<=50K
26.5	39	17	120	11	2702	<=50K
26.5	39	17	120	11	3065	<=50K
26.5	39	17	120	11	3103	<=50K
26.5	39	17	120	11	3122	<=50K
26.5	39	17	120	11	3524	<=50K
26.5	39	17	120	11	3620	<=50K
26.5	39	17	120	11	3831	<=50K
26.5	39	17	120	11	3996	<=50K
26.5	39	17	120	11	4131	<=50K
26.5	39	17	120	11	4152	<=50K
26.5	39	17	120	11	4420	<=50K
26.5	39	17	120	11	4836	<=50K
26.5	39	17	120	11	5371	<=50K
26.5	39	17	120	11	5432	<=50K
26.5	39	17	120	11	5826	<=50K
26.5	39	17	120	11	6054	<=50K
26.5	39	17	120	11	6067	<=50K
26.5	39	17	120	11	6408	<=50K
26.5	39	17	120	11	6562	<=50K
26.5	39	17	120	11	6705	<=50K
26.5	39	17	120	11	6920	<=50K
26.5	39	17	120	11	7260	<=50K
26.5	39	17	120	11	7599	<=50K
26.5	39	17	120	11	8551	<=50K
26.5	39	17	120	11	8974	<=50K
26.5	39	17	120	11	9048	<=50K
26.5	39	17	120	11	9108	<=50K
26.5	39	17	120	11	9345	<=50K
26.5	39	17	120	11	9346	<=50K
26.5	39	17	120	11	9400	<=50K
26.5	39	17	120	11	9591	<=50K
26.5	39	17	120	11	9770	<=50K
26.5	39	17	120	11	10590	<=50K
26.5	39	17	120	11	12097	<=50K
26.5	39	17	120	11	13654	<=50K
26.5	39	17	120	11	13746	<=50K
26.5	39	17	120	11	13879	<=50K
26.5	39	17	120	11	14031	<=50K
26.5	39	17	120	11	14401	<=50K
26.5	39	17	120	11	15494	<=50K
26.5	39	17	120	11	16089	<=50K
26.5	39	17	120	11	16369	<=50K
26.5	39	17	120	11	16942	<=50K
26.5	39	17	120	11	18071	<=50K
26.5	39	17	120	11	18713	<=50K
26.5	39	17	120	11	18813	<=50K
26.5	39	17	120	11	18902	<=50K
26.5	39	17	120	11	19196	<=50K
26.5	39	17	120	11	19380	<=50K
26.5	39	17	120	11	19788	<=50K
26.5	39	17	120	11	20677	<=50K
26.5	39	17	120	11	20750	<=50K
26.5	39	17	120	11	21310	<=50K
26.5	39	17	120	11	21405	<=50K
26.5	39	17	120	11	21444	<=50K
26.5	39	17	120	11	22027	<=50K
26.5	39	17	120	11	22226	<=50K
26.5	39	17	120	11	22564	<=50K
26.5	39	17	120	11	22740	<=50K
26.5	39	17	120	11	23326	<=50K
26.5	39	17	120	11	23487	<=50K
26.5	39	17	120	11	23611	<=50K
26.5	39	17	120	11	23820	<=50K
26.5	39	17	120	11	23942	<=50K
26.5	39	17	120	11	24125	<=50K
26.5	39	17	120	11	24243	<=50K
26.5	39	17	120	11	24797	<=50K
26.5	39	17	120	11	25131	<=50K
26.5	39	17	120	11	25337	<=50K
26.5	39	17	120	11	26535	<=50K
26.5	39	17	120	11	26613	<=50K
26.5	39	17	120	11	26952	<=50K
26.5	39	17	120	11	27220	<=50K
26.5	39	17	120	11	27718	<=50K
26.5	39	17	120	11	28959	<=50K
26.5	39	17	120	11	29036	<=50K
26.5	39	17	120	11	29625	<=50K
26.5	39	17	120	11	30041	<=50K
26.5	39	17	120	11	31132	<=50K
26.5	39	17	120	11	31587	<=50K
26.5	39	17	120	11	31875	<=50K
26.5	39	17	120	11	32295	<=50K
26.5	39	17	120	11	32366	<=50K
26.5	39	17	120	11	32860	<=50K
26.5	39	17	120	11	33543	<=50K
26.5	39	17	120	11	34315	<=50K
26.5	39	17	120	11	34865	<=50K
26.5	39	17	120	11	35158	<=50K
26.5	39	17	120	11	35196	<=50K
26.5	39	17	120	11	36102	<=50K
26.5	39	17	120	11	36266	<=50K
26.5	39	17	120	11	36302	<=50K
26.5	39	17	120	11	37327	<=50K
26.5	39	17	120	11	37540	<=50K
26.5	39	17	120	11	37633	<=50K
26.5	39	17	120	11	38067	<=50K
26.5	39	17	120	11	38187	<=50K
26.5	39	17	120	11	38309	<=50K
26.5	39	17	120	11	38350	<=50K
26.5	39	17	120	11	38466	<=50K
26.5	39	17	120	11	38524	<=50K
26.5	39	17	120	11	38888	<=50K
26.5	39	17	120	11	38951	<=50K
26.5	39	17	120	11	38967	<=50K
26.5	39	17	120	11	39071	<=50K
26.5	39	17	120	11	39771	<=50K
26.5	39	17	120	11	40049	<=50K
26.5	39	17	120	11	40162	<=50K
26.5	39	17	120	11	40948	<=50K
26.5	39	17	120	11	41201	<=50K
26.5	39	17	120	11	41321	<=50K
26.5	39	17	120	11	41460	<=50K
26.5	39	17	120	11	41484	<=50K
26.5	39	17	120	11	41522	<=50K
26.5	39	17	120	11	41879	<=50K
26.5	39	17	120	11	41911	<=50K
26.5	39	17	120	11	42470	<=50K
26.5	39	17	120	11	42482	<=50K
26.5	39	17	120	11	42512	<=50K
26.5	39	17	120	11	42942	<=50K
26.5	39	17	120	11	43162	<=50K
26.5	39	17	120	11	43179	<=50K
26.5	39	17	120	11	43345	<=50K
26.5	39	17	120	11	43461	<=50K
26.5	39	17	120	11	43537	<=50K
26.5	39	17	120	11	44477	<=50K
26.5	39	17	120	11	44499	<=50K
26.5	39	17	120	11	45051	<=50K
26.5	39	17	120	11	45598	<=50K
26.5	39	17	120	11	45912	<=50K
26.5	39	17	120	11	46265	<=50K
26.5	39	17	120	11	46276	<=50K
26.5	39	17	120	11	46562	<=50K
26.5	39	17	120	11	46816	<=50K
26.5	39	17	120	11	47041	<=50K
26.5	39	17	120	11	47837	<=50K
26.5	39	17	120	11	47880	<=50K
26.5	39	17	120	11	48178	<=50K
26.5	39	17	120	11	48312	<=50K
26.5	39	17	120	11	48432	<=50K
26.5	39	17	120	11	48448	<=50K
26.5	39	17	120	11	48492	<=50K
26.5	39	17	120	11	48816	<=50K
26.5	39	17	120	11	48834	<=50K
26.5	39	17	120	11	1380	>50K
26.5	39	17	120	11	5705	>50K
26.5	39	17	120	11	6113	>50K
26.5	39	17	120	11	9171	>50K
26.5	39	17	120	11	11163	>50K
26.5	39	17	120	11	13377	>50K
26.5	39	17	120	11	14826	>50K
26.5	39	17	120	11	15310	>50K
26.5	39	17	120	11	16978	>50K
26.5	39	17	120	11	17391	>50K
26.5	39	17	120	11	18539	>50K
26.5	39	17	120	11	19821	>50K
26.5	39	17	120	11	20592	>50K
26.5	39	17	120	11	22098	>50K
26.5	39	17	120	11	22157	>50K
26.5	39	17	120	11	22163	>50K
26.5	39	17	120	11	24895	>50K
26.5	39	17	120	11	26136	>50K
26.5	39	17	120	11	27665	>50K
26.5	39	17	120	11	30721	>50K
26.5	39	17	120	11	31096	>50K
26.5	39	17	120	11	31622	>50K
26.5	39	17	120	11	33143	>50K
26.5	39	17	120	11	34160	>50K
26.5	39	17	120	11	36185	>50K
26.5	39	17	120	11	36379	>50K
26.5	39	17	120	11	37961	>50K
26.5	39	17	120	11	38426	>50K
26.5	39	17	120	11	38619	>50K
26.5	39	17	120	11	41601	>50K
26.5	39	17	120	11	42913	>50K
26.5	39	17	120	11	44569	>50K
26.5	39	17	120	11	45180	>50K
26.5	39	17	120	11	46353	>50K
26.5	39	17	120	11	47280	>50K
26.5	39	17	120	11	47297	>50K
26.5	39	17	120	11	48454	>50K
26.5	39	17	120	11	48738	>50K
63.5	61	18	36	3	395	<=50K
63.5	61	18	36	3	662	<=50K
63.5	61	18	36	3	1235	<=50K
63.5	61	18	36	3	1404	<=50K
63.5	61	18	36	3	1453	<=50K
63.5	61	18	36	3	1669	<=50K
63.5	61	18	36	3	3251	<=50K
63.5	61	18	36	3	3412	<=50K
63.5	61	18	36	3	5716	<=50K
63.5	61	18	36	3	5762	<=50K
63.5	61	18	36	3	6088	<=50K
63.5	61	18	36	3	8102	<=50K
63.5	61	18	36	3	8880	<=50K
63.5	61	18	36	3	10360	<=50K
63.5	61	18	36	3	10841	<=50K
63.5	61	18	36	3	10902	<=50K
63.5	61	18	36	3	11095	<=50K
63.5	61	18	36	3	11732	<=50K
63.5	61	18	36	3	12056	<=50K
63.5	61	18	36	3	14442	<=50K
63.5	61	18	36	3	14533	<=50K
63.5	61	18	36	3	14836	<=50K
63.5	61	18	36	3	15102	<=50K
63.5	61	18	36	3	15591	<=50K
63.5	61	18	36	3	16011	<=50K
63.5	61	18	36	3	17903	<=50K
63.5	61	18	36	3	18074	<=50K
63.5	61	18	36	3	18125	<=50K
63.5	61	18	36	3	18584	<=50K
63.5	61	18	36	3	18664	<=50K
63.5	61	18	36	3	19001	<=50K
63.5	61	18	36	3	20340	<=50K
63.5	61	18	36	3	20877	<=50K
63.5	61	18	36	3	21362	<=50K
63.5	61	18	36	3	21385	<=50K
63.5	61	18	36	3	23297	<=50K
63.5	61	18	36	3	25274	<=50K
63.5	61	18	36	3	25477	<=50K
63.5	61	18	36	3	26106	<=50K
63.5	61	18	36	3	26993	<=50K
63.5	61	18	36	3	27058	<=50K
63.5	61	18	36	3	29608	<=50K
63.5	61	18	36	3	30267	<=50K
63.5	61	18	36	3	33622	<=50K
63.5	61	18	36	3	33733	<=50K
63.5	61	18	36	3	33870	<=50K
63.5	61	18	36	3	34029	<=50K
63.5	61	18	36	3	34130	<=50K
63.5	61	18	36	3	34356	<=50K
63.5	61	18	36	3	35071	<=50K
63.5	61	18	36	3	35181	<=50K
63.5	61	18	36	3	35448	<=50K
63.5	61	18	36	3	35765	<=50K
63.5	61	18	36	3	36270	<=50K
63.5	61	18	36	3	37173	<=50K
63.5	61	18	36	3	37733	<=50K
63.5	61	18	36	3	37836	<=50K
63.5	61	18	36	3	38469	<=50K
63.5	61	18	36	3	38727	<=50K
63.5	61	18	36	3	38908	<=50K
63.5	61	18	36	3	40327	<=50K
63.5	61	18	36	3	41291	<=50K
63.5	61	18	36	3	41351	<=50K
63.5	61	18	36	3	41702	<=50K
63.5	61	18	36	3	43451	<=50K
63.5	61	18	36	3	43995	<=50K
63.5	61	18	36	3	44576	<=50K
63.5	61	18	36	3	45081	<=50K
63.5	61	18	36	3	45223	<=50K
63.5	61	18	36	3	45658	<=50K
63.5	61	18	36	3	47255	<=50K
63.5	61	18	36	3	48196	<=50K
63.5	61	18	36	3	2924	>50K
63.5	61	18	36	3	36021	>50K
63.5	61	18	36	3	45206	>50K
57.5	28	15	129	3	2498	<=50K
57.5	28	15	129	3	4032	<=50K
57.5	28	15	129	3	4157	<=50K
57.5	28	15	129	3	7252	<=50K
57.5	28	15	129	3	8428	<=50K
57.5	28	15	129	3	11672	<=50K
57.5	28	15	129	3	12094	<=50K
57.5	28	15	129	3	14734	<=50K
57.5	28	15	129	3	15405	<=50K
57.5	28	15	129	3	15807	<=50K
57.5	28	15	129	3	20268	<=50K
57.5	28	15	129	3	20274	<=50K
57.5	28	15	129	3	21005	<=50K
57.5	28	15	129	3	21611	<=50K
57.5	28	15	129	3	21904	<=50K
57.5	28	15	129	3	22406	<=50K
57.5	28	15	129	3	22748	<=50K
57.5	28	15	129	3	24637	<=50K
57.5	28	15	129	3	24816	<=50K
57.5	28	15	129	3	25234	<=50K
57.5	28	15	129	3	25533	<=50K
57.5	28	15	129	3	25939	<=50K
57.5	28	15	129	3	25992	<=50K
57.5	28	15	129	3	26557	<=50K
57.5	28	15	129	3	27053	<=50K
57.5	28	15	129	3	27922	<=50K
57.5	28	15	129	3	28116	<=50K
57.5	28	15	129	3	29711	<=50K
57.5	28	15	129	3	30098	<=50K
57.5	28	15	129	3	30252	<=50K
57.5	28	15	129	3	30953	<=50K
57.5	28	15	129	3	32384	<=50K
57.5	28	15	129	3	32609	<=50K
57.5	28	15	129	3	32778	<=50K
57.5	28	15	129	3	32786	<=50K
57.5	28	15	129	3	33354	<=50K
57.5	28	15	129	3	34889	<=50K
57.5	28	15	129	3	35327	<=50K
57.5	28	15	129	3	35603	<=50K
57.5	28	15	129	3	37411	<=50K
57.5	28	15	129	3	37651	<=50K
57.5	28	15	129	3	37691	<=50K
57.5	28	15	129	3	38059	<=50K
57.5	28	15	129	3	38712	<=50K
57.5	28	15	129	3	38846	<=50K
57.5	28	15	129	3	38958	<=50K
57.5	28	15	129	3	39300	<=50K
57.5	28	15	129	3	41016	<=50K
57.5	28	15	129	3	41262	<=50K
57.5	28	15	129	3	41269	<=50K
57.5	28	15	129	3	41283	<=50K
57.5	28	15	129	3	42154	<=50K
57.5	28	15	129	3	43183	<=50K
57.5	28	15	129	3	43593	<=50K
57.5	28	15	129	3	43793	<=50K
57.5	28	15	129	3	43923	<=50K
57.5	28	15	129	3	44529	<=50K
57.5	28	15	129	3	44845	<=50K
57.5	28	15	129	3	45030	<=50K
57.5	28	15	129	3	48289	<=50K
57.5	28	15	129	3	48302	<=50K
57.5	28	15	129	3	48325	<=50K
57.5	28	15	129	3	2885	>50K
57.5	28	15	129	3	5539	>50K
57.5	28	15	129	3	5866	>50K
57.5	28	15	129	3	5938	>50K
57.5	28	15	129	3	6265	>50K
57.5	28	15	129	3	6836	>50K
57.5	28	15	129	3	8368	>50K
57.5	28	15	129	3	9916	>50K
57.5	28	15	129	3	12009	>50K
57.5	28	15	129	3	14029	>50K
57.5	28	15	129	3	15078	>50K
57.5	28	15	129	3	17065	>50K
57.5	28	15	129	3	17154	>50K
57.5	28	15	129	3	18349	>50K
57.5	28	15	129	3	26489	>50K
57.5	28	15	129	3	29510	>50K
57.5	28	15	129	3	31973	>50K
57.5	28	15	129	3	32936	>50K
57.5	28	15	129	3	33391	>50K
57.5	28	15	129	3	34731	>50K
57.5	28	15	129	3	34740	>50K
57.5	28	15	129	3	34847	>50K
57.5	28	15	129	3	36418	>50K
57.5	28	15	129	3	36573	>50K
57.5	28	15	129	3	39970	>50K
57.5	28	15	129	3	41640	>50K
57.5	28	15	129	3	43761	>50K
57.5	28	15	129	3	44369	>50K
57.5	28	15	129	3	44526	>50K
57.5	28	15	129	3	44551	>50K
28.0	9	4	38	10	5047	<=50K
28.0	9	4	38	10	5336	<=50K
28.0	9	4	38	10	6189	<=50K
28.0	9	4	38	10	6628	<=50K
28.0	9	4	38	10	6817	<=50K
28.0	9	4	38	10	7250	<=50K
28.0	9	4	38	10	7569	<=50K
